experiment,size,seed,uncertainty,method,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime
E3_uncertainty_robustness,M,20,low,uq_alns,96.184617,713.563972,2737.438942,0.0,0.0,47570.00967,0.833333,0,0.043758
E3_uncertainty_robustness,M,20,low,uq_rv_alns,96.8239,754.990531,2737.438942,0.0,0.0,47511.653556,0.75,0,0.010168
E3_uncertainty_robustness,M,20,medium,alns_point,95.885175,751.49335,2737.438942,0.0,0.0,47566.499752,0.833333,0,0.053002
E3_uncertainty_robustness,M,20,medium,uq_alns,96.184617,713.563972,2737.438942,0.0,0.0,47570.00967,0.833333,0,0.038297
E3_uncertainty_robustness,M,20,medium,uq_rv_alns,96.8239,754.990531,2737.438942,0.0,0.0,47511.653556,0.75,0,0.005773
E3_uncertainty_robustness,M,20,high,alns_point,95.885175,751.49335,2737.438942,0.0,0.0,47566.499752,0.833333,0,0.033931
E3_uncertainty_robustness,M,20,high,uq_alns,96.184617,713.563972,2737.438942,0.0,0.0,47570.00967,0.833333,0,0.03347
E3_uncertainty_robustness,M,20,high,uq_rv_alns,96.8239,754.990531,2737.438942,0.0,0.0,47511.653556,0.75,0,0.004774
E3_uncertainty_robustness,M,21,low,alns_point,92.304758,772.827132,2738.133665,0.0,0.0,44784.658896,0.833333,0,0.035025
E3_uncertainty_robustness,M,21,low,uq_alns,92.304758,772.827132,2738.133665,0.0,0.0,44784.658896,0.833333,0,0.036156
E3_uncertainty_robustness,M,21,low,uq_rv_alns,93.573083,750.952806,2738.133665,0.0,0.0,44713.625196,0.916667,0,0.004889
E3_uncertainty_robustness,M,21,medium,alns_point,92.304758,772.827132,2738.133665,0.0,0.0,44784.658896,0.833333,0,0.04611
E3_uncertainty_robustness,M,21,medium,uq_alns,92.304758,772.827132,2738.133665,0.0,0.0,44784.658896,0.833333,0,0.049479
E3_uncertainty_robustness,M,21,medium,uq_rv_alns,93.573083,750.952806,2738.133665,0.0,0.0,44713.625196,0.916667,0,0.00538
E3_uncertainty_robustness,M,21,high,alns_point,92.304758,772.827132,2738.133665,0.0,0.0,44784.658896,0.833333,0,0.035638
E3_uncertainty_robustness,M,21,high,uq_alns,92.304758,772.827132,2738.133665,0.0,0.0,44784.658896,0.833333,0,0.043217
E3_uncertainty_robustness,M,21,high,uq_rv_alns,93.573083,750.952806,2738.133665,0.0,0.0,44713.625196,0.916667,0,0.004809
E3_uncertainty_robustness,M,22,low,alns_point,91.603508,841.909514,2740.323628,0.0,0.0,49543.61489,0.916667,0,0.043422
